user_id,date,bedtime_hour,wake_time_hour,sleep_duration_hours,time_in_bed_hours,sleep_latency_min,wake_episodes,caffeine_after_16,screen_time_before_bed_min,stress_level,exercise_minutes,sleep_efficiency,sleep_quality_score,felt_rested,app_opened,sleep_log_completed,insight_viewed,coach_message_sent,plan_completed
U0023,2026-01-29,24.41,7.78,6.15,7.37,65.2,1,1,206.4,5.4,0.0,0.835,34,0,1,1,1,1,0
U0023,2026-01-30,24.86,8.56,7.23,7.7,16.1,3,0,120.1,4.2,28.2,0.939,51,0,0,0,0,0,0
U0023,2026-01-31,25.54,9.85,7.9,8.31,24.4,0,0,59.9,4.2,33.8,0.951,59,0,0,0,0,0,0
U0023,2026-02-01,25.23,8.49,6.55,7.26,42.6,0,0,107.2,6.1,10.7,0.902,40,0,1,1,0,0,0
U0023,2026-02-02,24.09,7.71,6.99,7.62,24.0,4,0,78.9,3.9,64.8,0.917,42,0,0,0,0,0,0
U0023,2026-02-03,24.22,6.46,5.65,6.24,35.3,0,0,120.8,5.2,32.6,0.906,49,0,1,1,1,1,0
U0023,2026-02-04,24.3,8.11,7.36,7.81,27.3,0,0,113.6,4.3,20.5,0.942,39,0,0,0,0,0,0
U0023,2026-02-05,24.33,7.74,6.61,7.41,48.3,0,1,92.9,4.2,1.4,0.891,44,0,0,0,0,0,0
U0023,2026-02-06,24.57,7.68,6.34,7.11,39.9,1,0,203.0,5.9,18.9,0.891,42,0,1,1,0,0,0
U0023,2026-02-07,24.64,10.18,7.9,9.54,50.7,5,1,71.6,4.4,32.3,0.829,41,0,1,1,0,0,0
U0023,2026-02-08,25.64,10.05,7.61,8.4,35.0,2,0,181.2,5.3,27.6,0.905,40,0,0,0,0,0,0
U0023,2026-02-09,23.86,8.15,7.49,8.29,41.1,1,0,98.7,4.5,11.2,0.903,46,0,0,0,0,0,0
U0023,2026-02-10,24.03,7.92,7.36,7.88,24.8,1,0,82.7,2.9,21.6,0.934,53,0,1,1,0,0,0
U0023,2026-02-11,24.46,8.31,6.79,7.85,49.8,2,1,89.8,5.7,19.7,0.866,40,0,1,0,0,0,0
U0023,2026-02-12,24.9,8.92,7.18,8.02,36.5,2,0,127.9,4.0,36.7,0.894,41,0,1,1,0,0,0
U0023,2026-02-13,24.03,8.27,7.33,8.24,30.2,3,0,100.2,7.1,12.9,0.89,49,0,1,1,0,0,0
U0023,2026-02-14,24.54,8.14,6.39,7.59,51.1,4,1,117.8,6.3,9.9,0.842,31,1,0,0,0,0,0
U0023,2026-02-15,26.34,10.26,7.16,7.92,27.8,2,0,118.4,5.3,22.4,0.904,47,0,0,0,0,0,0
U0023,2026-02-16,24.53,8.32,6.49,7.79,38.5,5,0,86.3,5.3,45.5,0.833,46,0,1,0,0,0,0
U0023,2026-02-17,25.03,8.25,6.4,7.23,43.2,1,1,150.7,4.1,22.8,0.886,31,0,1,1,1,1,1
U0023,2026-02-18,23.87,7.94,7.02,8.07,38.1,4,1,97.9,4.5,23.3,0.87,39,0,1,0,1,1,1
U0023,2026-02-19,24.37,8.88,7.99,8.51,25.0,1,0,72.3,1.8,27.3,0.938,61,0,0,0,0,0,0
U0023,2026-02-20,24.71,7.79,6.72,7.08,21.6,0,0,49.9,2.9,74.6,0.949,56,0,1,1,0,0,0
U0023,2026-02-21,24.22,8.15,7.45,7.93,28.8,0,0,78.8,3.9,46.3,0.939,49,0,1,0,1,1,0
U0023,2026-02-22,26.43,10.89,7.24,8.46,73.3,0,1,117.2,4.5,46.5,0.856,49,1,1,1,1,1,0
U0023,2026-02-23,25.13,8.98,7.13,7.85,30.0,2,0,82.4,4.6,50.4,0.908,45,1,0,0,0,0,0
U0023,2026-02-24,23.39,6.97,6.77,7.57,20.2,3,0,97.1,5.3,52.0,0.894,49,0,1,0,0,0,0
U0023,2026-02-25,24.86,8.79,7.49,7.93,19.2,2,0,85.7,3.7,24.2,0.945,47,0,0,0,0,0,0
U0023,2026-02-26,24.57,8.69,7.69,8.12,26.1,0,0,65.4,4.0,10.6,0.947,48,0,0,0,0,0,0
U0023,2026-02-27,24.68,8.56,6.84,7.87,54.1,1,1,106.2,4.0,54.3,0.869,43,0,0,0,0,0,0
U0023,2026-02-28,25.73,10.38,8.13,8.66,23.7,1,0,97.3,3.8,62.9,0.94,54,1,1,0,1,0,0
U0023,2026-03-01,25.57,9.29,7.19,7.72,31.8,0,0,109.0,4.6,18.5,0.931,59,0,0,0,0,0,0
U0023,2026-03-02,25.03,8.75,7.31,7.72,24.5,0,0,30.2,2.6,6.0,0.947,58,1,0,0,0,0,0
U0023,2026-03-03,24.52,9.48,8.34,8.97,12.9,3,0,124.4,2.0,53.9,0.93,40,0,0,0,0,0,0
U0023,2026-03-04,23.93,7.95,7.04,8.02,46.6,3,0,81.1,4.7,22.7,0.878,50,0,1,1,0,0,0
U0023,2026-03-05,24.14,7.76,6.62,7.62,30.9,4,0,127.7,4.0,48.3,0.869,40,0,1,0,0,0,0
U0023,2026-03-06,24.08,8.41,7.77,8.34,28.7,1,0,113.6,4.0,25.3,0.932,40,0,1,0,1,0,0
U0023,2026-03-07,25.71,9.18,6.82,7.47,32.4,2,0,97.5,5.3,24.1,0.913,45,0,0,0,0,0,0
U0023,2026-03-08,26.28,9.95,7.34,7.68,20.4,0,0,82.4,4.5,5.6,0.956,53,0,0,0,0,0,0
U0023,2026-03-09,24.83,8.86,7.26,8.02,36.4,1,0,140.4,6.6,14.0,0.905,39,0,0,0,0,0,0
U0023,2026-03-10,25.09,8.03,6.48,6.94,27.6,0,0,116.6,3.0,20.5,0.934,56,0,1,1,1,1,1
U0023,2026-03-11,24.86,7.72,6.1,6.85,38.9,2,0,184.1,6.2,14.0,0.891,34,0,1,1,0,0,0
U0023,2026-03-12,24.86,8.13,6.74,7.28,32.2,0,0,112.3,4.1,30.8,0.926,60,0,1,1,0,0,0
U0023,2026-03-13,24.05,7.98,7.08,7.93,45.5,1,0,121.9,5.7,40.2,0.892,49,0,0,0,0,0,0
U0023,2026-03-14,23.81,7.93,7.53,8.12,35.8,0,0,101.0,6.0,35.9,0.927,58,1,1,0,1,0,0
U0023,2026-03-15,24.04,7.59,6.56,7.56,52.5,1,1,147.5,5.8,32.4,0.868,44,0,0,0,0,0,0
U0023,2026-03-16,23.79,7.35,6.98,7.56,25.7,1,0,189.2,3.9,28.9,0.923,51,0,0,0,0,0,0
U0023,2026-03-17,24.73,7.6,6.07,6.87,33.2,2,0,73.1,6.0,0.0,0.884,31,0,1,1,1,1,0
U0023,2026-03-18,23.93,6.48,5.65,6.55,26.7,3,0,140.5,7.5,28.5,0.864,33,0,1,1,1,1,0
U0023,2026-03-19,24.94,8.79,7.27,7.85,17.6,2,0,93.9,5.6,25.3,0.926,42,0,1,1,1,0,0
U0023,2026-03-20,25.0,8.91,7.18,7.91,27.8,2,0,38.3,4.4,45.0,0.907,50,0,0,0,0,0,0
U0023,2026-03-21,25.76,10.73,8.35,8.96,20.2,3,0,92.3,4.2,41.4,0.931,53,1,0,0,0,0,0
U0023,2026-03-22,25.09,8.38,6.69,7.29,31.8,1,0,83.0,4.8,10.0,0.917,33,0,1,1,1,1,1
U0023,2026-03-23,24.31,7.87,6.74,7.55,40.7,1,0,156.4,6.0,55.5,0.893,41,0,1,1,0,0,0
U0023,2026-03-24,25.23,10.26,8.32,9.03,34.9,1,0,80.3,5.6,17.8,0.921,66,0,1,1,0,0,0
U0023,2026-03-25,25.12,8.98,7.1,7.86,37.0,1,1,54.5,3.0,59.0,0.903,50,0,1,0,0,0,0
U0023,2026-03-26,23.95,7.86,7.05,7.91,51.7,0,0,99.1,5.7,25.6,0.891,55,0,0,0,0,0,0
U0023,2026-03-27,24.57,9.0,7.55,8.43,41.8,2,0,118.4,6.9,41.2,0.895,41,0,1,1,1,0,0
U0023,2026-03-28,25.35,8.78,6.19,7.43,60.2,2,1,69.6,3.4,17.2,0.833,39,0,1,1,0,0,0
U0023,2026-03-29,26.7,11.05,7.63,8.36,30.3,2,0,61.0,3.3,9.7,0.913,46,0,0,0,0,0,0
U0023,2026-03-30,24.68,8.4,7.14,7.72,19.0,2,0,68.0,3.7,15.4,0.925,57,1,1,1,0,0,0
U0023,2026-03-31,25.3,10.07,7.82,8.78,28.3,4,0,87.7,3.7,34.7,0.891,41,0,1,1,1,1,0
U0024,2026-01-01,22.68,4.93,5.5,6.25,37.1,1,0,187.9,6.1,23.4,0.88,36,1,1,1,1,1,0
U0024,2026-01-02,23.12,5.95,6.42,6.83,25.0,0,0,142.9,6.6,29.3,0.939,36,0,1,1,1,1,0
U0024,2026-01-03,24.26,6.99,6.42,6.73,18.6,0,0,143.7,6.9,0.0,0.954,45,0,1,0,0,0,0
U0024,2026-01-04,23.78,8.3,7.76,8.51,35.3,3,0,132.2,6.7,37.2,0.912,38,0,0,0,0,0,0
U0024,2026-01-05,22.47,5.62,6.54,7.16,28.9,1,0,151.9,3.4,5.0,0.914,36,0,1,0,1,0,0
U0024,2026-01-06,23.77,6.67,6.27,6.9,29.6,2,0,102.2,4.4,7.7,0.91,39,0,1,0,1,0,0
U0024,2026-01-07,22.61,6.35,6.45,7.73,53.5,6,1,121.2,5.8,6.1,0.834,28,0,1,0,1,0,0
U0024,2026-01-08,23.39,6.59,6.68,7.19,30.8,0,0,89.8,5.0,0.0,0.929,55,0,1,1,0,0,0
U0024,2026-01-09,22.67,7.38,7.57,8.71,60.1,1,1,108.4,5.1,30.9,0.868,44,0,1,1,1,1,1
U0024,2026-01-10,23.73,7.08,6.38,7.35,40.9,2,0,154.7,9.3,37.6,0.867,37,0,0,0,0,0,0
U0024,2026-01-11,23.48,8.48,8.24,9.0,39.7,1,0,108.8,4.1,15.8,0.916,65,1,1,1,0,0,0
U0024,2026-01-12,23.67,6.08,5.66,6.41,44.9,0,1,113.3,4.2,0.0,0.883,39,0,1,1,1,1,0
U0024,2026-01-13,23.38,7.43,7.37,8.05,34.0,1,0,117.5,5.6,32.4,0.916,50,0,1,1,1,1,1
U0024,2026-01-14,22.89,6.41,7.08,7.52,26.2,0,0,118.0,7.7,4.0,0.942,53,0,1,0,0,0,0
U0024,2026-01-15,22.84,7.16,7.85,8.32,28.2,0,0,111.9,6.5,40.0,0.943,48,0,1,1,0,0,0
U0024,2026-01-16,23.42,7.3,6.93,7.89,35.3,3,0,45.1,6.7,0.0,0.878,53,0,0,0,0,0,0
U0024,2026-01-17,24.75,8.34,6.6,7.59,53.9,1,1,87.7,5.4,33.4,0.871,50,0,1,1,0,0,0
U0024,2026-01-18,23.85,8.87,8.57,9.02,26.6,0,0,0.0,5.8,32.6,0.951,66,1,1,1,0,0,0
U0024,2026-01-19,22.83,5.23,5.36,6.41,47.1,2,1,124.9,6.3,6.7,0.836,27,0,1,0,0,0,0
U0024,2026-01-20,22.16,4.57,5.99,6.41,24.8,0,0,119.4,5.4,27.0,0.935,41,0,0,0,0,0,0
U0024,2026-01-21,23.11,5.91,6.2,6.79,28.3,1,0,91.6,4.7,38.8,0.913,27,0,1,0,0,0,0
U0024,2026-01-22,21.81,4.91,5.7,7.1,71.6,3,1,88.0,7.5,8.9,0.803,36,0,1,1,0,0,0
U0024,2026-01-23,23.34,7.13,6.72,7.79,33.8,4,0,110.4,5.4,0.0,0.864,28,0,0,0,0,0,0
U0024,2026-01-24,23.49,8.23,7.93,8.74,42.5,1,0,111.3,5.5,10.6,0.908,58,1,0,0,0,0,0
U0024,2026-01-25,24.16,7.86,6.98,7.7,42.9,0,0,108.9,7.6,58.1,0.907,43,0,1,1,0,0,0
U0024,2026-01-26,23.03,5.19,5.6,6.16,26.4,1,0,66.3,5.9,33.9,0.91,43,0,1,0,1,1,0
U0024,2026-01-27,22.5,5.42,6.46,6.92,24.6,1,0,105.5,5.1,10.1,0.933,54,0,0,0,0,0,0
U0024,2026-01-28,23.08,6.51,6.46,7.43,58.4,0,1,121.1,7.1,25.0,0.869,40,0,0,0,0,0,0
U0024,2026-01-29,23.22,7.0,6.92,7.79,34.5,2,0,95.5,5.2,14.1,0.888,46,0,0,0,0,0,0
U0024,2026-01-30,24.45,7.18,5.71,6.73,61.3,0,1,110.7,6.8,0.0,0.848,22,0,0,0,0,0,0
U0024,2026-01-31,22.75,6.91,7.73,8.16,25.9,0,0,82.3,4.2,29.3,0.947,68,0,1,1,1,1,0
U0024,2026-02-01,23.31,6.97,6.8,7.67,45.6,1,1,94.9,5.6,28.5,0.887,53,0,1,1,0,0,0
U0024,2026-02-02,23.0,6.97,7.02,7.96,44.1,3,0,142.5,8.9,25.9,0.881,31,0,1,1,0,0,0
U0024,2026-02-03,23.05,5.49,5.75,6.44,41.8,0,0,152.4,7.9,44.2,0.892,45,0,1,1,0,0,0
U0024,2026-02-04,22.14,5.27,6.61,7.13,26.2,1,0,91.9,6.7,57.3,0.928,50,0,0,0,0,0,0
U0024,2026-02-05,23.71,7.08,6.26,7.37,57.4,1,0,123.7,5.5,39.8,0.85,43,0,1,1,0,0,0
U0024,2026-02-06,22.62,6.83,7.23,8.21,52.6,1,0,166.0,8.8,52.7,0.88,41,0,1,1,0,0,0
U0024,2026-02-07,23.06,7.33,7.21,8.27,44.6,3,0,83.2,7.0,3.0,0.872,49,0,1,1,1,0,0
U0024,2026-02-08,22.94,6.43,7.07,7.49,20.6,1,0,66.9,4.3,41.3,0.944,46,0,1,1,0,0,0
U0024,2026-02-09,23.32,6.61,6.6,7.29,32.3,1,0,98.5,6.6,40.3,0.906,37,0,1,0,0,0,0
U0024,2026-02-10,22.79,6.8,7.25,8.01,40.3,1,0,128.7,5.5,10.4,0.905,53,0,0,0,0,0,0
U0024,2026-02-11,22.57,5.82,6.4,7.25,40.0,2,1,128.2,3.8,16.2,0.883,36,0,1,1,0,0,0
U0024,2026-02-12,24.6,7.79,6.62,7.19,31.1,1,0,112.8,5.4,10.3,0.92,51,0,1,1,0,0,0
U0024,2026-02-13,23.26,7.82,7.96,8.57,36.5,0,0,106.8,4.0,23.7,0.929,63,0,0,0,0,0,0
U0024,2026-02-14,23.62,8.69,7.85,9.07,48.3,4,1,128.3,6.2,52.9,0.865,32,0,0,0,0,0,0
U0024,2026-02-15,22.87,6.1,6.01,7.23,43.4,4,1,131.1,5.3,42.6,0.832,32,0,1,0,1,1,0
U0024,2026-02-16,22.71,6.41,7.06,7.7,34.4,1,0,124.5,5.0,0.0,0.917,44,0,1,1,0,0,0
U0024,2026-02-17,22.8,6.07,6.53,7.27,40.2,1,0,135.1,4.6,18.8,0.897,52,0,0,0,0,0,0
U0024,2026-02-18,22.6,6.84,7.37,8.23,43.6,1,0,183.9,6.8,28.1,0.895,42,1,1,1,0,0,0
U0024,2026-02-19,23.02,6.2,6.74,7.19,18.0,1,0,171.6,5.7,35.0,0.937,45,0,0,0,0,0,0
U0024,2026-02-20,23.87,6.55,6.1,6.68,21.7,3,0,106.3,4.3,73.2,0.913,50,0,0,0,0,0,0
U0024,2026-02-21,24.51,8.59,7.11,8.08,57.9,0,0,191.6,8.0,17.0,0.881,34,0,0,0,0,0,0
U0024,2026-02-22,23.82,6.5,6.21,6.68,25.0,1,0,102.6,6.2,0.0,0.93,42,0,1,1,0,0,0
U0024,2026-02-23,22.11,6.22,7.79,8.11,16.0,1,0,85.7,4.9,50.0,0.961,62,0,0,0,0,0,0
U0024,2026-02-24,22.63,5.44,6.0,6.81,33.4,2,0,134.8,5.7,1.9,0.881,36,0,0,0,0,0,0
U0024,2026-02-25,22.35,5.03,5.62,6.68,53.6,1,1,168.8,7.4,50.7,0.842,29,0,1,1,0,0,0
U0024,2026-02-26,23.95,7.14,6.24,7.19,56.8,0,1,150.2,7.6,9.8,0.868,20,0,1,1,0,0,0
U0024,2026-02-27,23.66,6.63,5.99,6.97,58.4,0,1,92.6,4.5,52.1,0.86,48,0,1,1,1,1,0
U0024,2026-02-28,23.38,7.17,6.6,7.79,62.2,3,1,157.9,5.2,15.9,0.847,35,0,0,0,0,0,0
U0024,2026-03-01,23.22,6.29,6.58,7.07,29.4,0,0,104.6,6.7,11.6,0.931,45,0,0,0,0,0,0
U0024,2026-03-02,22.73,6.81,7.03,8.08,38.8,3,0,117.2,6.6,37.9,0.869,43,0,0,0,0,0,0
U0024,2026-03-03,21.64,4.61,6.16,6.98,42.7,1,0,132.0,9.4,53.2,0.884,28,0,1,1,0,0,0
U0024,2026-03-04,22.49,6.99,7.11,8.49,48.2,4,0,79.0,7.2,5.7,0.837,33,0,0,0,0,0,0
U0024,2026-03-05,22.59,6.55,7.39,7.96,27.5,1,0,113.3,5.7,0.0,0.929,57,1,1,1,0,0,0
U0024,2026-03-06,23.05,7.58,7.04,8.53,54.3,4,1,151.1,6.2,13.9,0.826,21,0,1,0,1,1,0
U0024,2026-03-07,23.87,6.29,5.72,6.42,33.1,2,0,101.3,7.3,0.0,0.89,31,0,0,0,0,0,0
U0024,2026-03-08,24.44,8.8,7.82,8.36,32.3,0,0,96.9,6.3,39.1,0.936,55,0,1,1,0,0,0
U0024,2026-03-09,23.03,6.33,6.05,7.3,64.4,2,1,130.1,6.9,63.5,0.828,37,0,0,0,0,0,0
U0024,2026-03-10,22.74,6.6,7.1,7.86,39.7,2,0,167.5,7.2,0.0,0.903,43,0,1,0,0,0,0
U0024,2026-03-11,22.28,5.62,6.3,7.34,58.4,1,1,151.8,7.3,25.3,0.858,38,0,1,1,0,0,0
U0024,2026-03-12,22.93,5.46,5.89,6.53,28.0,2,0,139.7,6.9,21.4,0.902,28,0,1,0,1,1,1
U0024,2026-03-13,23.79,7.29,6.62,7.5,46.0,2,0,83.8,6.2,23.6,0.883,42,0,1,1,1,1,0
U0024,2026-03-14,22.1,5.52,6.73,7.42,36.6,1,0,117.5,6.1,0.0,0.908,51,1,1,1,0,0,0
U0024,2026-03-15,23.58,8.32,7.64,8.74,53.0,2,1,145.8,7.4,42.4,0.874,41,0,0,0,0,0,0
U0024,2026-03-16,23.4,7.25,6.55,7.84,46.8,4,1,188.6,5.4,84.3,0.835,45,0,0,0,0,0,0
U0024,2026-03-17,22.44,6.32,7.27,7.88,31.4,1,0,125.3,7.1,10.4,0.922,54,0,1,0,1,1,0
U0024,2026-03-18,23.29,6.72,6.33,7.43,56.8,1,1,70.0,4.6,34.1,0.852,42,0,0,0,0,0,0
U0024,2026-03-19,22.22,5.16,6.18,6.94,32.4,3,0,91.4,6.5,9.6,0.89,28,0,1,1,1,1,0
U0024,2026-03-20,22.94,7.12,7.13,8.18,59.8,1,1,117.3,5.3,0.0,0.872,45,0,1,1,0,0,0
U0024,2026-03-21,23.28,6.66,6.8,7.38,28.1,1,0,175.2,3.9,10.6,0.922,56,0,0,0,0,0,0
U0024,2026-03-22,22.0,4.96,6.38,6.96,34.7,0,0,112.0,6.0,21.4,0.917,47,0,1,1,0,0,0
U0024,2026-03-23,23.93,7.57,7.1,7.64,32.1,0,0,121.8,4.4,36.4,0.93,58,0,0,0,0,0,0
U0024,2026-03-24,23.12,6.65,6.94,7.53,24.1,2,0,98.9,6.0,8.2,0.921,46,0,0,0,0,0,0
U0024,2026-03-25,23.16,6.77,6.68,7.61,42.4,2,0,105.8,7.5,7.5,0.877,40,0,1,1,0,0,0
U0024,2026-03-26,23.34,6.65,6.92,7.3,19.7,1,0,88.3,3.6,20.1,0.948,45,0,0,0,0,0,0
U0024,2026-03-27,23.71,6.94,6.61,7.23,37.4,0,0,142.5,6.3,0.0,0.914,49,0,1,1,0,0,0
U0024,2026-03-28,23.24,7.3,6.91,8.06,41.7,3,0,111.8,8.1,31.4,0.857,30,0,1,1,0,0,0
U0024,2026-03-29,23.47,8.38,8.31,8.91,27.6,1,0,114.4,5.4,40.5,0.933,49,0,0,0,0,0,0
U0024,2026-03-30,22.15,5.17,6.21,7.02,39.3,2,0,88.8,7.2,42.1,0.885,28,0,1,0,0,0,0
U0024,2026-03-31,23.07,6.14,6.25,7.08,42.4,2,0,103.0,6.1,43.6,0.883,38,0,1,0,1,1,0
U0025,2026-01-01,22.38,5.45,6.39,7.06,32.3,2,0,146.8,5.7,10.1,0.904,42,0,0,0,0,0,0
U0025,2026-01-02,23.37,7.56,7.42,8.19,22.4,4,0,134.9,3.6,47.7,0.906,45,0,1,1,0,0,0
U0025,2026-01-03,24.13,8.42,7.85,8.29,20.0,1,0,126.3,2.6,33.4,0.947,48,0,1,1,0,0,0
U0025,2026-01-04,23.97,8.12,7.72,8.15,22.4,1,0,54.4,2.6,38.5,0.948,67,1,1,1,1,1,0
U0025,2026-01-05,23.0,6.66,7.25,7.66,24.3,0,0,45.1,3.5,41.8,0.947,58,0,1,1,0,0,0
U0025,2026-01-06,24.12,8.26,7.72,8.14,15.5,1,0,81.8,4.4,8.3,0.949,52,1,1,1,1,1,1
U0025,2026-01-07,23.42,6.69,6.33,7.27,56.8,0,1,46.1,4.6,12.9,0.87,47,0,1,1,0,0,0
U0025,2026-01-08,22.38,5.36,6.58,6.99,19.0,1,0,159.5,4.1,16.3,0.941,46,0,0,0,0,0,0
U0025,2026-01-09,23.56,7.47,7.16,7.91,35.7,1,0,81.7,4.0,33.4,0.906,46,0,1,1,1,0,0
U0025,2026-01-10,24.15,7.07,5.98,6.92,40.2,2,0,153.6,6.4,44.5,0.863,33,0,0,0,0,0,0
U0025,2026-01-11,24.62,10.04,8.94,9.42,28.6,0,0,113.6,4.8,63.9,0.949,66,1,0,0,0,0,0
U0025,2026-01-12,23.63,7.79,7.63,8.16,31.6,0,0,65.1,3.8,45.2,0.935,58,0,1,1,0,0,0
U0025,2026-01-13,22.89,6.72,7.3,7.83,28.0,1,0,84.9,3.7,37.3,0.932,52,0,0,0,0,0,0
U0025,2026-01-14,23.31,7.35,7.81,8.04,14.1,0,0,132.7,2.5,35.6,0.971,58,1,1,1,1,1,1
U0025,2026-01-15,23.6,6.89,6.8,7.29,24.2,1,0,119.6,3.5,38.5,0.933,48,0,1,1,0,0,0
U0025,2026-01-16,23.11,7.18,7.28,8.07,38.9,1,0,64.0,4.1,62.5,0.902,54,0,1,1,0,0,0
U0025,2026-01-17,24.93,9.48,7.85,8.55,32.9,1,0,59.0,3.8,43.7,0.918,64,1,1,1,1,1,0
U0025,2026-01-18,25.12,9.56,7.68,8.44,38.9,1,0,120.1,5.8,0.0,0.91,55,0,1,1,1,0,0
U0025,2026-01-19,23.19,7.09,7.32,7.9,34.7,0,1,110.0,2.9,34.8,0.927,48,0,1,1,0,0,0
U0025,2026-01-20,22.91,6.35,6.44,7.44,32.1,3,0,66.8,1.8,8.8,0.865,44,0,0,0,0,0,0
U0025,2026-01-21,23.36,6.75,6.94,7.39,14.2,2,0,63.5,1.9,31.2,0.939,52,0,0,0,0,0,0
U0025,2026-01-22,22.9,7.03,7.5,8.13,37.9,0,0,70.4,3.8,18.7,0.922,56,0,1,1,0,0,0
U0025,2026-01-23,23.22,7.47,7.87,8.24,22.5,0,0,84.3,2.4,29.1,0.954,64,0,0,0,0,0,0
U0025,2026-01-24,24.74,9.42,7.92,8.68,45.6,0,0,109.9,3.1,0.0,0.913,60,1,1,1,0,0,0
U0025,2026-01-25,23.9,9.0,8.56,9.1,16.1,2,0,129.3,3.1,22.5,0.94,57,0,0,0,0,0,0
U0025,2026-01-26,23.61,6.95,6.71,7.34,25.6,3,1,61.9,3.3,21.1,0.915,47,0,0,0,0,0,0
U0025,2026-01-27,22.54,6.18,6.98,7.63,38.9,0,0,80.0,5.5,0.0,0.915,52,0,0,0,0,0,0
U0025,2026-01-28,23.5,7.05,6.99,7.56,25.5,1,0,102.2,3.0,51.1,0.925,56,0,0,0,0,0,0
U0025,2026-01-29,23.3,7.79,7.85,8.48,37.9,0,1,97.2,4.2,22.8,0.926,57,1,1,1,1,1,1
U0025,2026-01-30,23.55,8.01,7.82,8.47,38.5,0,0,83.5,4.0,22.7,0.924,57,0,0,0,0,0,0
U0025,2026-01-31,24.55,9.59,8.36,9.04,40.6,0,0,126.8,4.0,44.9,0.925,51,0,1,1,0,0,0
U0025,2026-02-01,23.74,7.73,7.42,7.98,34.0,0,0,123.3,4.6,56.1,0.929,57,0,1,1,0,0,0
U0025,2026-02-02,23.08,7.4,7.39,8.32,37.6,2,0,96.5,3.5,21.8,0.888,52,1,0,0,0,0,0
U0025,2026-02-03,23.69,7.15,6.51,7.46,50.7,1,1,43.0,2.8,40.2,0.873,33,0,1,0,0,0,0
U0025,2026-02-04,22.31,6.29,6.89,7.97,61.3,1,1,77.5,5.3,47.5,0.864,45,0,1,1,0,0,0
U0025,2026-02-05,24.47,8.31,7.26,7.84,27.0,1,0,85.3,4.2,12.9,0.925,56,0,1,0,0,0,0
U0025,2026-02-06,23.04,7.61,7.61,8.57,46.5,3,0,149.7,4.2,62.1,0.888,47,0,0,0,0,0,0
U0025,2026-02-07,24.73,7.66,6.43,6.93,25.5,1,0,52.6,4.9,14.5,0.929,48,0,0,0,0,0,0
U0025,2026-02-08,23.13,8.22,7.85,9.09,58.3,3,1,80.2,6.1,16.7,0.864,33,0,1,0,0,0,0
U0025,2026-02-09,23.19,7.72,7.9,8.53,37.7,0,0,35.3,5.5,31.4,0.926,59,0,1,1,1,1,1
U0025,2026-02-10,23.97,7.49,7.19,7.52,14.9,1,0,41.4,2.7,34.0,0.956,47,0,0,0,0,0,0
U0025,2026-02-11,22.29,6.84,8.16,8.55,19.9,1,0,110.4,4.1,1.2,0.954,61,0,0,0,0,0,0
U0025,2026-02-12,23.4,6.79,6.33,7.39,53.8,2,1,131.7,6.1,73.3,0.857,34,0,0,0,0,0,0
U0025,2026-02-13,24.7,8.48,7.35,7.78,22.7,1,0,157.7,5.4,46.0,0.944,46,0,1,1,0,0,0
U0025,2026-02-14,24.39,8.46,7.25,8.08,28.7,3,1,66.5,3.1,12.1,0.897,42,0,0,0,0,0,0
U0025,2026-02-15,23.84,8.52,7.6,8.68,56.0,1,1,143.0,6.6,55.6,0.876,46,0,1,1,1,0,0
U0025,2026-02-16,23.22,7.69,7.78,8.47,32.8,1,0,45.6,5.0,51.5,0.918,58,0,0,0,0,0,0
U0025,2026-02-17,23.75,8.88,8.46,9.13,37.0,1,0,136.8,2.1,21.5,0.926,52,0,1,1,0,0,0
U0025,2026-02-18,23.74,7.27,6.8,7.53,43.7,0,0,86.6,4.5,0.0,0.903,46,0,0,0,0,0,0
U0025,2026-02-19,23.26,7.49,7.85,8.22,16.3,2,0,51.8,3.9,35.7,0.955,48,0,0,0,0,0,0
U0025,2026-02-20,23.03,7.02,7.43,7.99,24.3,1,0,106.2,1.6,34.6,0.93,56,0,0,0,0,0,0
U0025,2026-02-21,24.05,7.35,6.88,7.3,25.0,0,0,116.0,2.4,20.0,0.943,54,0,1,0,1,1,1
U0025,2026-02-22,24.48,8.86,8.0,8.38,22.5,0,0,81.8,3.3,70.8,0.955,67,0,0,0,0,0,0
U0025,2026-02-23,24.45,8.02,7.21,7.56,17.5,1,0,155.1,4.0,57.1,0.953,47,0,1,0,0,0,0
U0025,2026-02-24,23.56,7.4,7.23,7.85,37.0,0,0,89.6,3.5,16.1,0.921,47,0,1,1,0,0,0
U0025,2026-02-25,23.52,6.98,7.01,7.46,26.5,0,0,141.5,4.6,62.3,0.941,55,0,0,0,0,0,0
U0025,2026-02-26,23.83,7.3,6.68,7.47,38.1,1,0,103.9,5.9,49.2,0.894,34,0,1,1,0,0,0
U0025,2026-02-27,22.99,6.44,6.86,7.45,35.7,0,0,109.5,6.1,9.8,0.92,54,0,0,0,0,0,0
U0025,2026-02-28,23.16,7.57,7.68,8.41,40.3,1,0,109.4,4.8,0.0,0.913,52,0,1,1,0,0,0
U0025,2026-03-01,23.05,6.83,6.53,7.78,49.8,3,1,129.2,2.2,31.7,0.839,32,0,0,0,0,0,0
U0025,2026-03-02,23.6,7.55,7.36,7.95,35.9,0,0,57.9,4.2,44.3,0.925,53,0,1,1,1,1,1
